,link,keyword,status
0,https://www.elmundo.es/comunidad-valenciana/2020/03/01/5e5ba90021efa0ad2d8b468e.html,negro de mierda,Éxito en la búsqueda
1,https://www.elmundo.es/loc/celebrities/2019/12/31/5e0a1bb4fdddffc8888b4625.html,negro de mierda,Éxito en la búsqueda
2,https://www.elmundo.es/madrid/2019/11/08/5dc5b146fc6c83ed468b4659.html,negro de mierda,Éxito en la búsqueda
3,https://www.elmundo.es/andalucia/2019/09/11/5d78c17521efa09b168b4624.html,negro de mierda,Éxito en la búsqueda
4,https://www.elmundo.es/baleares/2019/08/22/5d5e6346fdddff88738b45eb.html,negro de mierda,Éxito en la búsqueda
